drugName,condition,rating,negative,positive,word_frequency
Seconal Sodium,Insomnia,10.0,0.0,1.0,"[('effect', 8), ('geodon', 7), ('mg', 7), ('year', 6), ('side', 6)]"
Secukinumab,Psoriatic Arthritis,8.0,5.0,2.0,"[('geodon', 7), ('taking', 7), ('mg', 5), ('doctor', 4), ('drug', 4)]"
Selegiline,Depression,9.0,5.0,2.0,"[('pill', 12), ('acne', 7), ('skin', 7), ('control', 6), ('first', 6)]"
Selenium sulfide,Tinea Versicol,6.5,0.0,4.0,"[('gianvi', 30), ('month', 24), ('no', 16), ('period', 14), ('pill', 13)]"
Selexipag,Pulmonary Hypertension,5.0,1.0,0.0,"[('period', 5), ('gianvi', 4), ('year', 3), ('two', 3), ('bleeding', 3)]"
Selsun Blue,Tinea Versicol,10.0,1.0,0.0,"[('gianvi', 6), ('side', 4), ('effect', 4), ('month', 3), ('not', 3)]"
Senna,Constipation,1.5,7.0,1.0,"[('day', 6), ('period', 5), ('acne', 4), ('pill', 3), ('implant', 2)]"
Senna Plus,"Constipation, Acute",9.0,1.0,0.0,"[('month', 49), ('period', 47), ('pill', 46), ('birth', 33), ('control', 30)]"
Senokot,Constipation,9.5,8.0,0.0,"[('period', 3), ('like', 3), ('not', 3), ('one', 2), ('severe', 2)]"
Senokot S,"Constipation, Acute",10.0,1.0,0.0,"[('gildess', 3), ('acne', 3), ('since', 2), ('started', 2), ('month', 2)]"
Sensipar,Secondary Hyperparathyroidism,2.5,2.0,0.0,"[('period', 13), ('month', 11), ('control', 8), ('pill', 6), ('never', 6)]"
Septra,Urinary Tract Infection,5.0,2.0,0.0,"[('gilenya', 22), ('no', 15), ('m', 12), ('year', 12), ('side', 11)]"
Serax,Anxiety,10.0,4.0,0.0,"[('valuable', 1), ('antiemetic', 1), ('ever', 1), ('encountered', 1), ('fast', 1)]"
Seroquel,Bipolar Disorde,8.0,51.0,39.0,"[('day', 3), ('ginseng', 2), ('time', 2), ('brain', 2), ('worth', 2)]"
Seroquel XR,Bipolar Disorde,7.0,20.0,17.0,"[('copaxone', 30), ('year', 25), ('injection', 23), ('month', 19), ('no', 18)]"
Serostim,AIDS Related Wasting,5.0,1.0,0.0,"[('gleevec', 6), ('skin', 5), ('taking', 4), ('year', 3), ('much', 3)]"
Sertraline,Depression,9.0,397.0,107.0,"[('tumor', 3), ('removed', 2), ('glivec', 2), ('august', 2), ('pet', 2)]"
Serzone,Depression,9.5,4.0,0.0,"[('normal', 3), ('gleevec', 2), ('life', 2), ('rare', 1), ('myeloproliferative', 1)]"
Sevelamer,Hyperphosphatemia of Renal Failure,8.0,1.0,0.0,"[('sugar', 8), ('taking', 6), ('level', 6), ('low', 5), ('hour', 3)]"
Sharobel,Birth Control,1.0,2.0,1.0,"[('love', 1), ('medication', 1), ('taking', 1), ('year', 1), ('no', 1)]"
Sildec-PE DM,Cough and Nasal Congestion,9.5,1.0,1.0,"[('started', 3), ('time', 3), ('feel', 3), ('taking', 2), ('er', 2)]"
Sildenafil,Erectile Dysfunction,9.0,41.0,22.0,"[('metformin', 7), ('pain', 7), ('glipizide', 5), ('doctor', 4), ('mg', 4)]"
Silenor,Insomnia,9.0,20.0,9.0,"[('side', 4), ('blood', 4), ('sugar', 4), ('taking', 3), ('year', 3)]"
Siliq,Plaque Psoriasis,10.0,0.0,1.0,"[('feel', 5), ('like', 4), ('side', 2), ('effect', 2), ('take', 2)]"
Silodosin,Benign Prostatic Hyperplasia,7.5,16.0,10.0,"[('suffering', 1), ('year', 1), ('someone', 1), ('decided', 1), ('treat', 1)]"
Silvadene,"Burns, External",10.0,1.0,0.0,"[('week', 3), ('sick', 2), ('told', 2), ('hold', 2), ('get', 2)]"
Silver,Dermatological Disorders,9.0,1.0,1.0,"[('cholesterol', 2), ('blood', 1), ('glucose', 1), ('hba', 1), ('normal', 1)]"
Silver nitrate,Topical Disinfection,10.0,1.0,0.0,"[('not', 2), ('banana', 2), ('low', 1), ('blood', 1), ('sugar', 1)]"
Silver sulfadiazine,"Burns, External",10.0,7.0,4.0,"[('itching', 2), ('sugar', 2), ('well', 2), ('taking', 1), ('day', 1)]"
Simbrinza,"Glaucoma, Open Angle",10.0,0.0,2.0,"[('day', 4), ('blood', 3), ('twice', 2), ('mg', 2), ('difference', 2)]"
Simcor,High Cholesterol,8.0,2.0,2.0,"[('better', 1), ('glucophage', 1), ('alone', 1)]"
Simethicone,Gas,3.0,1.0,2.0,"[('suppository', 3), ('bowel', 2), ('prune', 2), ('helped', 2), ('within', 2)]"
Simply Sleep,Insomnia,7.0,5.0,2.0,"[('number', 5), ('medicine', 4), ('side', 3), ('low', 3), ('year', 2)]"
Simponi,Rheumatoid Arthritis,9.0,13.0,3.0,"[('taste', 10), ('drink', 7), ('like', 6), ('day', 5), ('prep', 5)]"
Simponi Aria,Rheumatoid Arthritis,8.0,1.0,0.0,"[('injection', 2), ('side', 2), ('effect', 2), ('worked', 1), ('like', 1)]"
Simvastatin,High Cholesterol,7.5,15.0,3.0,"[('simponi', 5), ('pain', 3), ('well', 3), ('month', 3), ('year', 2)]"
Sine-Off Maximum Strength,Sinus Symptoms,10.0,1.0,0.0,"[('pain', 6), ('year', 3), ('every', 2), ('joint', 2), ('lot', 2)]"
Sinemet,Restless Legs Syndrome,6.5,3.0,1.0,"[('month', 10), ('pain', 9), ('year', 7), ('simponi', 7), ('ra', 6)]"
Sinequan,Major Depressive Disorde,10.0,0.0,1.0,"[('day', 3), ('took', 2), ('half', 1), ('month', 1), ('second', 1)]"
Singulair,Allergic Rhinitis,8.0,27.0,11.0,"[('work', 2), ('simponi', 1), ('not', 1), ('tried', 1), ('three', 1)]"
Sipuleucel-T,Prostate Cance,1.0,0.0,1.0,"[('drug', 1), ('wonderful', 1), ('along', 1), ('menopur', 1)]"
Sitagliptin,"Diabetes, Type 2",8.0,13.0,3.0,"[('migraine', 4), ('awful', 3), ('life', 2), ('goody', 2), ('powder', 2)]"
Sitavig,Cold Sores,8.0,2.0,0.0,"[('year', 5), ('increased', 3), ('weight', 3), ('tamoxifen', 2), ('side', 2)]"
Skelaxin,Muscle Spasm,10.0,12.0,3.0,"[('pain', 15), ('injection', 10), ('zoladex', 9), ('month', 8), ('period', 7)]"
Sklice,Head Lice,10.0,6.0,5.0,"[('severe', 2), ('pain', 2), ('year', 2), ('percocet', 2), ('month', 2)]"
Skyla,Birth Control,8.0,210.0,42.0,"[('cup', 3), ('coffee', 3), ('went', 2), ('boiling', 2), ('chest', 2)]"
Sleep Aid,Insomnia,8.0,2.0,0.0,"[('work', 2), ('time', 2), ('first', 1), ('nd', 1), ('get', 1)]"
Slo-Niacin,High Cholesterol,9.0,1.0,0.0,"[('medicine', 2), ('life', 1), ('saver', 1), ('soon', 1), ('start', 1)]"
Slow Fe,Iron Deficiency Anemia,10.0,1.0,0.0,"[('not', 5), ('mucinex', 3), ('great', 3), ('work', 3), ('kept', 3)]"
Sodium biphosphate / sodium phosphate,Constipation,10.0,4.0,1.0,"[('hour', 9), ('taking', 9), ('not', 9), ('took', 6), ('cough', 6)]"
Sodium ferric gluconate complex,Anemia Associated with Chronic Renal Failure,5.0,1.0,0.0,"[('pain', 31), ('fibromyalgia', 16), ('not', 14), ('mucinex', 13), ('year', 13)]"
Sodium hyaluronate,Osteoarthritis,9.0,31.0,14.0,"[('medicine', 3), ('prescription', 2), ('side', 2), ('effect', 2), ('take', 2)]"
Sodium oxybate,Narcolepsy,9.5,15.0,3.0,"[('medicine', 4), ('suffering', 3), ('doctor', 3), ('year', 3), ('pill', 3)]"
Sofosbuvir,Hepatitis C,10.0,9.0,6.0,"[('mucinex', 19), ('take', 16), ('not', 16), ('night', 15), ('sinus', 13)]"
Sofosbuvir / velpatasvir,Hepatitis C,10.0,9.0,7.0,"[('medication', 28), ('not', 26), ('mg', 26), ('intuniv', 22), ('adhd', 22)]"
Solaraze,Keratosis,3.0,1.0,0.0,"[('side', 6), ('effect', 6), ('blood', 4), ('pressure', 4), ('day', 3)]"
Solarcaine Burn Relief,Local Anesthesia,10.0,0.0,2.0,"[('side', 5), ('effect', 5), ('tourette', 3), ('tic', 3), ('stop', 3)]"
Solifenacin,Overactive Bladde,6.0,21.0,7.0,"[('used', 1), ('pill', 1), ('guarana', 1), ('early', 1), ('day', 1)]"
Solodyn,Acne,8.0,17.0,7.0,"[('time', 2), ('totally', 1), ('loved', 1), ('product', 1), ('first', 1)]"
Solu-Medrol,Inflammatory Conditions,9.0,2.0,1.0,"[('acthar', 2), ('treatment', 2), ('get', 2), ('im', 1), ('yr', 1)]"
Soma,Muscle Spasm,10.0,18.0,6.0,"[('know', 2), ('habitrol', 2), ('drinking', 2), ('alcohol', 2), ('smoking', 2)]"
Soma Compound,Muscle Spasm,9.0,2.0,0.0,"[('day', 3), ('along', 2), ('drug', 2), ('hopeful', 2), ('halaven', 2)]"
Soma Compound with Codeine,Muscle Spasm,10.0,0.0,1.0,"[('sleep', 6), ('halcion', 6), ('not', 5), ('great', 4), ('problem', 4)]"
Somatropin,Pediatric Growth Hormone Deficiency,8.0,1.0,2.0,"[('addison', 1), ('disease', 1), ('tried', 1), ('conventional', 1), ('medication', 1)]"
Sominex,Insomnia,9.0,1.0,0.0,"[('haldol', 4), ('year', 3), ('like', 3), ('psychosis', 2), ('better', 2)]"
Somnote,Insomnia,10.0,1.0,2.0,"[('week', 2), ('haldol', 1), ('worked', 1), ('great', 1), ('controlling', 1)]"
Sonata,Insomnia,1.0,11.0,0.0,"[('pm', 4), ('started', 4), ('minute', 4), ('night', 4), ('took', 3)]"
Soolantra,Rosacea,9.0,12.0,10.0,"[('no', 3), ('effective', 1), ('drowsy', 1), ('dizziness', 1), ('body', 1)]"
Sorafenib,Thyroid Cance,7.0,2.0,0.0,"[('day', 3), ('use', 2), ('halobetasol', 2), ('dovonex', 2), ('seems', 1)]"
Sorbitol,Constipation,9.0,1.0,0.0,"[('go', 2), ('thing', 2), ('year', 2), ('best', 1), ('far', 1)]"
Sotalol,Atrial Flutte,1.0,3.0,1.0,"[('cream', 5), ('used', 4), ('use', 4), ('condition', 4), ('area', 4)]"
Sotalol Hydrochloride AF,Atrial Flutte,2.5,1.0,1.0,"[('no', 3), ('effective', 1), ('drowsy', 1), ('dizziness', 1), ('body', 1)]"
Sotret,Acne,6.0,1.0,0.0,"[('bed', 2), ('bound', 2), ('became', 2), ('u', 2), ('mg', 1)]"
Sovaldi,Hepatitis C,9.5,8.0,0.0,"[('help', 1), ('anxiety', 1), ('racing', 1), ('thought', 1), ('calm', 1)]"
Spectracef,Bronchitis,5.0,1.0,1.0,"[('er', 3), ('told', 3), ('seizure', 3), ('nurse', 2), ('given', 1)]"
Spinosad,Head Lice,5.0,2.0,0.0,"[('haldol', 2), ('nausea', 2), ('day', 2), ('not', 2), ('medication', 2)]"
Spiriva,"COPD, Maintenance",8.5,13.0,7.0,"[('not', 4), ('effect', 3), ('like', 3), ('medicine', 3), ('psychosis', 3)]"
Spiriva Respimat,"COPD, Maintenance",9.0,1.0,0.0,"[('son', 1), ('taking', 1), ('made', 1), ('tic', 1), ('worse', 1)]"
Spironolactone,Acne,9.0,63.0,13.0,"[('week', 69), ('harvoni', 59), ('side', 47), ('effect', 42), ('day', 40)]"
Sporanox,Vaginal Yeast Infection,10.0,2.0,1.0,"[('extremely', 3), ('take', 2), ('even', 2), ('scheduled', 1), ('infusion', 1)]"
Sprintec,Birth Control,6.0,139.0,53.0,"[('chemo', 3), ('drug', 3), ('herceptin', 2), ('month', 2), ('without', 2)]"
Sprix,Pain,8.0,2.0,1.0,"[('hetlioz', 4), ('night', 4), ('sleep', 3), ('feel', 3), ('every', 2)]"
Sprycel,Chronic Myelogenous Leukemia,8.5,3.0,1.0,"[('used', 4), ('hexachlorophene', 2), ('face', 2), ('use', 2), ('taken', 1)]"
Sronyx,Birth Control,6.5,23.0,7.0,"[('could', 3), ('phisohex', 2), ('purchased', 2), ('prescription', 2), ('used', 2)]"
St. john's wort,Depression,9.0,7.0,1.0,"[('day', 3), ('told', 2), ('take', 2), ('hiprex', 2), ('bottle', 2)]"
Stadol,Pain,9.5,9.0,1.0,"[('tablet', 6), ('infection', 4), ('year', 3), ('antibiotic', 3), ('tried', 3)]"
Stalevo,Parkinson's Disease,9.0,2.0,0.0,"[('age', 2), ('daughter', 1), ('getting', 1), ('nd', 1), ('implant', 1)]"
Staxyn,Erectile Dysfunction,9.0,4.0,0.0,"[('day', 4), ('month', 4), ('not', 3), ('well', 3), ('ever', 3)]"
Stelara,Psoriasis,9.0,18.0,11.0,"[('cough', 18), ('night', 9), ('not', 8), ('felt', 6), ('coughing', 6)]"
Stelazine,Anxiety,8.0,1.0,0.0,"[('horizant', 3), ('weight', 2), ('lost', 2), ('pain', 2), ('pharmacy', 2)]"
Stendra,Erectile Dysfunction,8.0,7.0,3.0,"[('day', 8), ('requip', 4), ('mg', 4), ('horizant', 3), ('three', 3)]"
Sterapred,"Conjunctivitis, Allergic",9.0,0.0,1.0,"[('using', 1), ('humalog', 1), ('year', 1), ('never', 1), ('problem', 1)]"
Sterapred DS,ibromyalgia,10.0,1.0,0.0,"[('eli', 2), ('lilly', 2), ('pen', 2), ('still', 2), ('insulin', 1)]"
Stiolto Respimat,COPD,9.0,1.0,3.0,"[('shot', 8), ('never', 3), ('no', 3), ('problem', 3), ('daughter', 2)]"
Strattera,ADHD,5.0,63.0,19.0,"[('humira', 16), ('pain', 10), ('back', 9), ('year', 7), ('injection', 6)]"
Stribild,HIV Infection,10.0,11.0,5.0,"[('humira', 7), ('not', 6), ('side', 4), ('effect', 4), ('crohn', 4)]"
Striverdi Respimat,COPD,1.0,1.0,0.0,"[('humira', 12), ('time', 9), ('crohn', 8), ('day', 7), ('year', 6)]"
Stromectol,Head Lice,8.0,1.0,0.0,"[('week', 4), ('injection', 3), ('humira', 2), ('month', 2), ('improvement', 2)]"
Sublimaze,Pain,10.0,0.0,1.0,"[('drug', 1), ('awesome', 1), ('year', 1), ('old', 1), ('daughter', 1)]"
Suboxone,Opiate Dependence,10.0,79.0,40.0,"[('month', 4), ('humira', 3), ('completely', 3), ('side', 3), ('no', 3)]"
Subsys,Breakthrough Pain,9.0,7.0,0.0,"[('year', 18), ('humira', 16), ('psoriasis', 13), ('month', 11), ('back', 10)]"
Subutex,Opiate Dependence,10.0,11.0,9.0,"[('humira', 16), ('psoriasis', 9), ('year', 8), ('week', 7), ('feel', 5)]"
Succinylcholine,Anesthesia,1.0,0.0,1.0,"[('humira', 24), ('pain', 18), ('not', 11), ('no', 11), ('arthritis', 10)]"
Sucralfate,Stomach Ulce,8.0,6.0,3.0,"[('injection', 4), ('symptom', 3), ('day', 3), ('month', 2), ('uc', 2)]"
Sucroferric oxyhydroxide,Hyperphosphatemia of Renal Failure,2.0,1.0,0.0,"[('lily', 2), ('nph', 2), ('found', 2), ('effective', 2), ('using', 1)]"
Sudafed PE Congestion,Nasal Congestion,10.0,0.0,1.0,"[('improvement', 1), ('would', 1), ('pen', 1)]"
Sulfacetamide sodium,Conjunctivitis,8.0,2.0,1.0,"[('helped', 1), ('control', 1), ('glucose', 1), ('better', 1), ('medication', 1)]"
Sulfacetamide sodium / sulfur,Acne,10.0,5.0,4.0,"[('knee', 63), ('injection', 41), ('pain', 35), ('shot', 28), ('orthovisc', 19)]"
Sulfamethoxazole / trimethoprim,Urinary Tract Infection,6.0,143.0,33.0,"[('cough', 8), ('medicine', 6), ('would', 5), ('bronchitis', 4), ('doctor', 4)]"
Sulfasalazine,Ulcerative Colitis,7.5,11.0,1.0,"[('mg', 6), ('taking', 3), ('chest', 3), ('pain', 3), ('arm', 3)]"
Sulfazine,Ulcerative Colitis,8.0,3.0,0.0,"[('pain', 5), ('crisis', 5), ('im', 3), ('hydrea', 3), ('since', 3)]"
Sulindac,Rheumatoid Arthritis,8.0,2.0,1.0,"[('work', 2), ('chlorathiazide', 1), ('chlorpromide', 1), ('well', 1), ('diabetes', 1)]"
Sumatriptan,Migraine,9.0,68.0,6.0,"[('edema', 5), ('first', 4), ('med', 3), ('day', 3), ('even', 3)]"
Sumavel DosePro,Migraine,9.0,10.0,1.0,"[('blood', 19), ('pressure', 16), ('day', 12), ('not', 11), ('taking', 11)]"
Sunitinib,Renal Cell Carcinoma,7.0,7.0,0.0,"[('medication', 2), ('pressure', 2), ('normal', 2), ('level', 2), ('first', 1)]"
Supartz,Osteoarthritis,3.5,4.0,0.0,"[('day', 12), ('effect', 7), ('blood', 7), ('pressure', 6), ('like', 4)]"
Supprelin LA,Precocious Puberty,2.0,1.0,0.0,"[('blood', 8), ('bp', 7), ('pressure', 6), ('cramp', 6), ('leg', 5)]"
Suprax,Bladder Infection,3.0,2.0,0.0,"[('benicar', 6), ('hct', 6), ('blood', 5), ('day', 5), ('pressure', 4)]"
Suprenza,Weight Loss,10.0,1.0,0.0,"[('could', 3), ('not', 3), ('medicine', 2), ('year', 2), ('blood', 2)]"
Suprep Bowel Prep Kit,Bowel Preparation,9.0,138.0,71.0,"[('no', 4), ('year', 2), ('problem', 2), ('leg', 2), ('swollen', 2)]"
Sustiva,Nonoccupational Exposure,5.0,2.0,0.0,"[('year', 4), ('day', 3), ('side', 3), ('effect', 3), ('blood', 3)]"
Sutent,Renal Cell Carcinoma,9.0,3.0,0.0,"[('diovan', 7), ('hct', 7), ('side', 5), ('effect', 4), ('year', 3)]"
Suvorexant,Insomnia,1.0,54.0,18.0,"[('pain', 36), ('mg', 27), ('day', 19), ('hysingla', 14), ('not', 14)]"
Symax Duotab,Irritable Bowel Syndrome,10.0,0.0,1.0,"[('pain', 24), ('get', 6), ('well', 6), ('severe', 6), ('day', 6)]"
Symbicort,"Asthma, Maintenance",8.0,13.0,8.0,"[('best', 2), ('trouble', 1), ('upper', 1), ('respiratory', 1), ('tract', 1)]"
Symbyax,Bipolar Disorde,9.0,5.0,3.0,"[('painful', 2), ('gone', 2), ('made', 1), ('stomach', 1), ('upset', 1)]"
Symlin,"Diabetes, Type 1",10.0,1.0,0.0,"[('no', 2), ('researching', 1), ('prescription', 1), ('strength', 1), ('suppository', 1)]"
Synalar Ointment,Dermatitis,7.0,1.0,0.0,"[('used', 4), ('try', 3), ('time', 2), ('stuff', 2), ('day', 2)]"
Synarel,Endometriosis,10.0,1.0,0.0,"[('much', 1), ('better', 1), ('preparation', 1), ('type', 1), ('hemorrhoid', 1)]"
Synjardy,"Diabetes, Type 2",10.0,2.0,0.0,"[('pain', 2), ('time', 2), ('hi', 1), ('team', 1), ('use', 1)]"
Synthroid,Underactive Thyroid,6.0,16.0,9.0,"[('keep', 2), ('skin', 1), ('moist', 1), ('cracking', 1), ('nothing', 1)]"
Synvisc,Osteoarthritis,9.5,9.0,3.0,"[('burning', 1), ('major', 1), ('itching', 1), ('problem', 1)]"
Synvisc-One,Osteoarthritis,2.0,12.0,7.0,"[('ear', 3), ('stuff', 2), ('not', 2), ('use', 2), ('using', 2)]"
Systane,Eye Redness,1.0,2.0,1.0,"[('medicine', 1), ('hearing', 1), ('damaged', 1), ('perhaps', 1), ('permanently', 1)]"
Systane Ultra,Eye Redness,9.0,1.0,0.0,"[('pain', 2), ('dos', 2), ('ointment', 2), ('cream', 2), ('finally', 2)]"
Taclonex,Psoriasis,9.0,2.0,5.0,"[('burn', 1), ('beginning', 1), ('within', 1), ('minute', 1), ('stop', 1)]"
Taclonex Scalp,Psoriasis,8.0,1.0,1.0,"[('taking', 6), ('work', 2), ('well', 2), ('day', 2), ('nausea', 2)]"
Tacrolimus,Atopic Dermatitis,9.0,12.0,6.0,"[('pain', 36), ('mg', 23), ('day', 14), ('dilaudid', 14), ('back', 9)]"
Tadalafil,Erectile Dysfunction,10.0,60.0,42.0,"[('pain', 125), ('dilaudid', 58), ('mg', 38), ('not', 26), ('hour', 22)]"
Take Action,Emergency Contraception,10.0,3.0,0.0,"[('skin', 3), ('use', 2), ('product', 2), ('not', 2), ('unsightly', 2)]"
Taltz,Plaque Psoriasis,10.0,4.0,2.0,"[('severe', 1), ('shortness', 1), ('breath', 1), ('stomach', 1), ('pain', 1)]"
Talwin Nx,Pain,4.5,1.0,1.0,"[('non', 1), ('professional', 1), ('concern', 1), ('idaho', 1), ('hick', 1)]"
Tambocor,Ventricular Tachycardia,9.0,3.0,0.0,"[('pain', 20), ('month', 16), ('day', 15), ('ra', 10), ('plaquenil', 10)]"
Tamiflu,Influenza,8.0,50.0,6.0,"[('pain', 8), ('day', 7), ('month', 7), ('plaquenil', 6), ('not', 5)]"
Tamoxifen,Breast Cance,8.0,10.0,5.0,"[('year', 6), ('medicine', 6), ('taking', 6), ('plaquenil', 6), ('would', 5)]"
Tamsulosin,Benign Prostatic Hyperplasia,7.0,39.0,22.0,"[('take', 6), ('month', 5), ('day', 5), ('year', 5), ('medication', 4)]"
Tanzeum,"Diabetes, Type 2",2.0,3.0,2.0,"[('week', 46), ('shot', 25), ('baby', 14), ('pregnancy', 13), ('injection', 13)]"
Tapentadol,Pain,8.0,64.0,8.0,"[('taking', 1), ('medicine', 1), ('six', 1), ('week', 1), ('problem', 1)]"
Tarceva,Non-Small Cell Lung Cance,9.0,6.0,3.0,"[('day', 4), ('capsule', 3), ('platelet', 3), ('count', 2), ('asked', 1)]"
Targretin,Cutaneous T-cell Lymphoma,10.0,1.0,0.0,"[('drug', 3), ('developed', 3), ('sore', 3), ('year', 2), ('platelet', 2)]"
Tarina Fe 1 / 20,Birth Control,5.0,4.0,1.0,"[('day', 6), ('taking', 6), ('time', 6), ('doctor', 5), ('hive', 5)]"
Tarka,High Blood Pressure,8.5,1.0,1.0,"[('sleep', 5), ('allergy', 4), ('every', 4), ('allergic', 3), ('take', 3)]"
Tasigna,Chronic Myelogenous Leukemia,4.0,3.0,0.0,"[('anxiety', 122), ('take', 58), ('not', 53), ('mg', 48), ('like', 48)]"
Tasimelteon,Insomnia,10.0,1.0,0.0,"[('prescribed', 2), ('night', 2), ('woke', 2), ('surgery', 1), ('hydroxyzine', 1)]"
Tavaborole,"Onychomycosis, Toenail",1.0,7.0,3.0,"[('pain', 11), ('hydroxyzine', 6), ('med', 5), ('mg', 5), ('help', 4)]"
Taxol,"Breast Cancer, Metastatic",10.0,1.0,0.0,"[('day', 3), ('thing', 3), ('itching', 2), ('taking', 2), ('work', 2)]"
Taxotere,Breast Cance,1.5,2.0,0.0,"[('sleep', 29), ('night', 14), ('not', 14), ('mg', 12), ('take', 11)]"
Taytulla,Birth Control,2.0,16.0,1.0,"[('injection', 43), ('pain', 42), ('knee', 34), ('not', 18), ('week', 15)]"
Tazarotene,Acne,10.0,3.0,0.0,"[('easy', 1), ('fast', 1), ('no', 1), ('problem', 1)]"
Tazorac,Acne,10.0,1.0,2.0,"[('spasm', 7), ('leg', 7), ('severe', 4), ('pain', 3), ('levsin', 3)]"
Tears Again,Eye Redness,8.5,0.0,2.0,"[('medication', 11), ('pain', 11), ('take', 9), ('time', 9), ('day', 9)]"
Tecfidera,Multiple Sclerosis,4.0,4.0,1.0,"[('ditropan', 2), ('found', 1), ('better', 1), ('detrol', 1), ('take', 1)]"
Tegaserod,Irritable Bowel Syndrome,10.0,4.0,2.0,"[('time', 3), ('day', 2), ('helped', 2), ('bladder', 2), ('interstitial', 1)]"
Tegretol,Bipolar Disorde,7.0,14.0,11.0,"[('one', 4), ('medicine', 3), ('worked', 3), ('taking', 3), ('interstitial', 2)]"
Tegretol XR,Trigeminal Neuralgia,9.0,4.0,2.0,"[('ibs', 2), ('year', 1), ('medication', 1), ('work', 1), ('somewhat', 1)]"
Tekturna,High Blood Pressure,9.0,3.0,0.0,"[('sweat', 43), ('sweating', 37), ('day', 37), ('would', 36), ('hypercare', 32)]"
Tekturna HCT,High Blood Pressure,6.0,1.0,0.0,"[('pain', 38), ('not', 27), ('hysingla', 22), ('day', 22), ('mg', 20)]"
Telaprevir,Hepatitis C,6.0,1.0,0.0,"[('mg', 2), ('made', 2), ('yo', 1), ('hytrin', 1), ('month', 1)]"
Telmisartan,High Blood Pressure,6.0,6.0,2.0,"[('hytrin', 2), ('blood', 2), ('pressure', 2), ('medication', 2), ('able', 2)]"
Temazepam,Insomnia,8.0,36.0,13.0,"[('night', 2), ('time', 2), ('hyzaar', 1), ('lower', 1), ('blood', 1)]"
Temodar,Anaplastic Astrocytoma,1.0,1.0,0.0,"[('help', 4), ('nothing', 3), ('like', 2), ('supposed', 2), ('anxiety', 2)]"
Temovate,Psoriasis,10.0,0.0,2.0,"[('taking', 3), ('month', 2), ('no', 2), ('boniva', 2), ('medicine', 1)]"
Tenex,High Blood Pressure,10.0,0.0,2.0,"[('boniva', 2), ('year', 2), ('not', 2), ('improved', 2), ('bone', 1)]"
Tenofovir,Hepatitis B,9.0,3.0,2.0,"[('cancer', 6), ('ibrance', 6), ('feel', 4), ('month', 3), ('effect', 3)]"
Tenormin,High Blood Pressure,9.0,5.0,2.0,"[('week', 5), ('side', 4), ('lymph', 4), ('due', 3), ('imbruvica', 3)]"
Tenuate,Obesity,10.0,7.0,7.0,"[('month', 3), ('experienced', 2), ('first', 1), ('diarrhea', 1), ('condition', 1)]"
Tenuate Dospan,Obesity,9.0,0.0,2.0,"[('good', 1), ('headache', 1), ('back', 1), ('ache', 1), ('definitely', 1)]"
Terazol 3,Vaginal Yeast Infection,10.0,0.0,1.0,"[('short', 1), ('lived', 1), ('relief', 1), ('stomach', 1), ('problem', 1)]"
Terazosin,Benign Prostatic Hyperplasia,8.0,6.0,1.0,"[('take', 9), ('pain', 6), ('headache', 6), ('advil', 5), ('pill', 3)]"
Terbinafine,"Onychomycosis, Toenail",9.0,39.0,11.0,"[('year', 1), ('daughter', 1), ('lower', 1), ('back', 1), ('hip', 1)]"
Terbutaline,Premature Lab,4.0,2.0,0.0,"[('pain', 5), ('mg', 4), ('take', 3), ('ibuprofen', 3), ('really', 2)]"
Terconazole,Vaginal Yeast Infection,8.0,16.0,3.0,"[('medicine', 3), ('take', 3), ('work', 2), ('hour', 2), ('taking', 2)]"
Teriflunomide,Multiple Sclerosis,5.5,4.0,0.0,"[('severe', 3), ('pain', 3), ('taking', 3), ('moderate', 2), ('found', 2)]"
Teriparatide,Osteoporosis,8.0,11.0,3.0,"[('fever', 7), ('motrin', 4), ('night', 3), ('doctor', 3), ('recommended', 3)]"
Tesamorelin,Lipodystrophy,4.5,1.0,1.0,"[('brand', 3), ('took', 1), ('day', 1), ('absolutely', 1), ('nothing', 1)]"
Tessalon,Cough,9.0,2.0,2.0,"[('firazyr', 2), ('swelling', 2), ('stopped', 1), ('hae', 1), ('also', 1)]"
Tessalon Perles,Cough,6.0,6.0,4.0,"[('vascepa', 4), ('drug', 4), ('month', 3), ('pain', 3), ('improved', 3)]"
Testim,"Hypogonadism, Male",7.0,14.0,7.0,"[('painless', 1), ('no', 1), ('side', 1), ('effect', 1), ('assume', 1)]"
Testopel,"Hypogonadism, Male",9.0,2.0,1.0,"[('take', 2), ('put', 1), ('fanapt', 1), ('bipolar', 1), ('little', 1)]"
Testosterone,"Hypogonadism, Male",9.0,74.0,38.0,"[('side', 3), ('effect', 3), ('medicine', 3), ('well', 2), ('horrible', 2)]"
Tetracycline,Acne,5.0,2.0,1.0,"[('not', 7), ('year', 5), ('side', 5), ('gleevec', 4), ('take', 4)]"
Tetrahydrozoline / zinc sulfate,Eye Redness/Itching,1.0,1.0,1.0,"[('one', 2), ('year', 2), ('mom', 1), ('since', 1), ('stable', 1)]"
Tev-Tropin,Pediatric Growth Hormone Deficiency,9.0,0.0,1.0,"[('fib', 3), ('month', 2), ('day', 2), ('result', 2), ('treatment', 2)]"
Theophylline,"Asthma, acute",1.0,1.0,0.0,"[('month', 3), ('experienced', 2), ('first', 1), ('diarrhea', 1), ('condition', 1)]"
